File,Page,Text,Language,GDPR_Text,topic_number,topic_name
Examining Swedish Profit and Nonprofit Child Care.pdf,3,"adult), but at lower ratios (e.g., 4–6 children per adult) are more likely to affect children’s development. Because studies concerned with adult:child ratios have typically investigated the effects of differences between ratios of 1:7 or lower, clear, positive effects might not emerge until comparisons include both low and high ratios.",en,adult lower ratios children adult likely affect children development studies concerned adult child ratios typically investigated effects differences ratios lower clear positive effects emerge comparisons include low high ratios,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
Examining Swedish Profit and Nonprofit Child Care.pdf,3,Research on child care teaching provides only limited answers to questions of,en,research child care teaching provides limited answers questions,16,"['play', 'behavior', 'observed', 'types', 'of', 'was', 'data', 'social', 'during', 'source']"
Learning science in small multi-age groups the role of age composition.pdf,1,Full Terms & Conditions of access and use can be found at,en,terms conditions access use found,14,"['classroom', 'engagement', 'language', 'gains', 'and', 'literacy', 'childrens', 'composition', 'with', 'vocabulary']"
Learning science in small multi-age groups the role of age composition.pdf,1,Learning science in small multi-age groups: the role of age composition,en,learning science small multi age groups role age composition,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,2,Learning science in small multi-age groups: the role of age composition,en,learning science small multi age groups role age composition,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,2,achievements in science of the younger children in a class where the students work in small multi-age groups are in  uenced by the number of older children in the groups. The context of the study was  education. The study has two parts: The  fi rst part involved classes attended by pre-primary children aged . The second part included one primary class attended by students aged  in addition to the pre-primary classes. Students were involved in inquiry-based science activities. Two sources of data were used: Lesson recordings and children ’ s assessments. The data from both sources were separately analyzed and the  fi ndings plotted.,en,achievements science younger children class students work small multi age groups uenced number older children groups context study education study parts rst involved classes attended pre primary children aged second included primary class attended students aged addition pre primary classes students involved inquiry based science activities sources data lesson recordings children assessments data sources separately analyzed ndings plotted,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,2,between the overall performance of the younger children in a class and the number of older ones participating in the groups in each class. It seems that the age composition of the groups can signi fi cantly affect the overall cognitive achievements of the younger children and preferentially determines the time within which this factor reaches its maximum value. The  fi ndings can be utilized in deciding the age composition of small groups in a class with the aim of facilitating the younger children ’ s learning in science.,en,overall performance younger children class number older ones participating groups class age composition groups signi cantly affect overall cognitive achievements younger children preferentially determines time factor reaches maximum value ndings utilized deciding age composition small groups class aim facilitating younger children learning science,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,2,"Small multi-age groups, science learning,  science education, role of age in mixed-age grouping, learning science in small groups",en,small multi age groups science learning science education role age mixed age grouping learning science small groups,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,2,"Students ’  learning through interacting with each other rather than only with their teacher is of much interest to educational researchers and practitioners, it is also a highly evaluated goal (,   ). The social skills of individuals allow them to participate in learning activities in small groups and learn from each other (,   ).  (  ) suggested that children ’ s knowledge and ideas develop through interactions with others. In his view social interactions with more capable peers play a key role in under- standing the meaning of concepts, and thus in learning. To achieve this, students need a learning environment that promotes interactive learning processes, preferably from the lower grades of education (,   ). At the heart of this view of learning is the situation or context within which learning takes place. Taking into consideration",en,students learning interacting teacher interest educational researchers practitioners highly evaluated goal social skills individuals allow participate learning activities small groups learn suggested children knowledge ideas develop interactions view social interactions capable peers play key role standing meaning concepts learning achieve students need learning environment promotes interactive learning processes preferably lower grades education heart view learning situation context learning takes place taking consideration,10,"['science', 'activities', 'the', 'topics', 'in', 'of', 'children', 'preprimary', 'groups', 'small']"
Learning science in small multi-age groups the role of age composition.pdf,3,"that learning is a transactive phenomenon existing in situations created by the teacher, and that social interactions and skills allow individuals to bene fi t from the opportunities to learn from each other, the teacher can create environments in which students can collab- orate with peers and adults (,   ). Examples of such environments are small mixed-ability cooperative groups, the use of which is supported by extensive evi- dence from numerous studies (e.g. , , ,   , ,  , ,   , ,   ). Students in small heterogeneous groups help, share and support each other ’ s learning as their members provide information, prompts, cues and encouragement in response to other children ’ s needs (,   , ,   ). Often they are more aware of their peers ’  needs than their teachers, and can explain problems in a way that can be readily understood (,   ). It has been found that children achieve more when they work together in small groups than they do in whole class, attain higher academic outcomes and are more motivated to achieve (,   , ,   ).",en,learning transactive phenomenon existing situations created teacher social interactions skills allow individuals bene opportunities learn teacher create environments students collab orate peers adults examples environments small mixed ability cooperative groups use supported extensive evi dence numerous studies students small heterogeneous groups help share support learning members provide information prompts cues encouragement response children needs aware peers needs teachers explain problems way readily understood found children achieve work small groups class attain higher academic outcomes motivated achieve,10,"['science', 'activities', 'the', 'topics', 'in', 'of', 'children', 'preprimary', 'groups', 'small']"
Learning science in small multi-age groups the role of age composition.pdf,3,"Small cooperative groups are used in several countries across all levels of education, not",en,small cooperative groups countries levels education,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,3,"only for supporting and improving students ’  learning, motivation and attitudes (Blumen-  et al.,   , ,   ), but also as a way of handling large classes (,   ).",en,supporting improving students learning motivation attitudes blumen way handling large classes,12,"['arya', 'ansari', 'ac', 'abenavoli', 'rojas', 'rachel', 'purtell', 'natalia', 'kelly', 'dorthe']"
Learning science in small multi-age groups the role of age composition.pdf,3,"In science education, a large number of studies on instructional practices have given",en,science education large number studies instructional practices given,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,3,"results showing the effectiveness of small groups of children of mixed abilities (,   ).  and  (  ) note that the term  ‘ collaborative ’  emphasizes the importance of verbal communication between students during their interactions in a small group when they work on a speci fi c task. , , , and  (  ) mention that one of the aims of collaboration and interaction is to build knowledge through talks and discussion. This collaboration also introduces the stu- dents to the  ‘ language ’  of the discipline under study and to ways of knowledge acquisition.",en,results showing effectiveness small groups children mixed abilities note term collaborative emphasizes importance verbal communication students interactions small group work speci task mention aims collaboration interaction build knowledge talks discussion collaboration introduces stu dents language discipline study ways knowledge acquisition,10,"['science', 'activities', 'the', 'topics', 'in', 'of', 'children', 'preprimary', 'groups', 'small']"
Learning science in small multi-age groups the role of age composition.pdf,3,"While small-group-learning has a long history (,   ), it is only in the last",en,small group learning long history,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,3," that researchers have studied the interactions within them that facilitate learning and the factors that lead to different patterns of interaction (,   ). One of these factors is the number of participants in a small learning group. . (  ) have found that children ’ s bene fi ts from small-group work are contingent on group size and composition.  and  (  ) suggest that groups should comprise as many members as are still able to interact directly with each other. Another factor that has proved to be important is the age of the members of a small group. , , and  (  ) maintain that socialization in mixed-age groups serves children in many ways that same-age socialization does not, and note that mixed-age groups require accom- modations between individuals whose developmental levels differ. It has been found that learning more usually takes place through the interactions of older children with younger ones.",en,researchers studied interactions facilitate learning factors lead different patterns interaction factors number participants small learning group found children bene small group work contingent group size composition suggest groups comprise members able interact directly factor proved important age members small group maintain socialization mixed age groups serves children ways age socialization note mixed age groups require accom modations individuals developmental levels differ found learning usually takes place interactions older children younger ones,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,3," (  ) notes that mixed-age grouping, especially in early childhood settings, is",en,notes mixed age grouping especially early childhood settings,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,3,"intended to increase the heterogeneity of the group so as to capitalize on the differences in knowledge, ability and experience of the children. The study suggests that in a mixed-age group younger children are capable of participating in and contributing to more complex activities than they could initiate if they were by themselves.  (  ) also reports that research on social bene fi ts indicates that children very early associate different expectations with different age groups: for example, younger children assign older ones instructional, leadership, helpful and sympathizing roles, whereas older",en,intended increase heterogeneity group capitalize differences knowledge ability experience children study suggests mixed age group younger children capable participating contributing complex activities initiate reports research social bene indicates children early associate different expectations different age groups example younger children assign older ones instructional leadership helpful sympathizing roles older,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,4,"children see younger ones as needing help and instruction. With regard to intellectual bene fi ts, she notes that cognitive development studies show that cognitive con fl ict occurs when the interacting children have different levels of understanding. She also observes that in a mixed-age group a teacher is more likely to identify differences within each individual child as well as between the children.",en,children younger ones needing help instruction regard intellectual bene notes cognitive development studies cognitive con ict occurs interacting children different levels understanding observes mixed age group teacher likely identify differences individual child children,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,4,The following  fi ndings are also of importance: (a) children prefer to be taught by chil-,en,following ndings importance children prefer taught chil,12,"['arya', 'ansari', 'ac', 'abenavoli', 'rojas', 'rachel', 'purtell', 'natalia', 'kelly', 'dorthe']"
Learning science in small multi-age groups the role of age composition.pdf,4,"dren older than themselves (,   ), (b) older children are more effective models than younger children (,   ) and (c) reciprocal imitation is more charac- teristic of children ’ s interactions with older children than with younger children (,  , ,   ).",en,dren older older children effective models younger children reciprocal imitation charac teristic children interactions older children younger children,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,4,Modeling is the process by which younger children pick up behaviors they observe in,en,modeling process younger children pick behaviors observe,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,4,"older ones. If older students and younger students work closely while engaging in learning activities, the younger students will seek to imitate the behaviors modeled by the older ones (,   ). Younger children will imitate both academic and social behaviors demonstrated by older children.  (  ) maintains that nothing is more interest- ing to a child than another child who has the skills that he/she would like to acquire. In addition to this unintended natural modeling, older students can also provide direct instruction to younger ones. Goularte (  ) notes that when one student shows another how to do a task, he/she introduces the concept and allows the other to practice the skill and develop nurturing behaviors.",en,older ones older students younger students work closely engaging learning activities younger students seek imitate behaviors modeled older ones younger children imitate academic social behaviors demonstrated older children maintains interest ing child child skills like acquire addition unintended natural modeling older students provide direct instruction younger ones goularte notes student shows task introduces concept allows practice skill develop nurturing behaviors,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,4,"In the present work, we are concerned with the learning in science of children in early-",en,present work concerned learning science children early,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,4,"years education (). Two previous studies (,   ,   ) of the science-related performance of children aged  who worked in small multi-age groups during inquiry-based science activities have documented high overall learning achievements in the children participating in the activities.",en,years education previous studies science related performance children aged worked small multi age groups inquiry based science activities documented high overall learning achievements children participating activities,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,4,"Based on the issues outlined above, in the present study we investigate the overall per-",en,based issues outlined present study investigate overall,6,"['please', 'information', 'your', 'sent', 'archive', 'contact', 'use', 'at', 'content', 'visit']"
Learning science in small multi-age groups the role of age composition.pdf,4,"formance in science of the younger children in a class where they participated in small mixed-age groups, in an effort to see whether this factor is in  uenced by the proportion of older children in the groups. The present study allows us to quantify the role of age composition in small science-learning groups. These  fi ndings can be very useful in decid- ing how to group children in a class to facilitate the younger ones ’  learning in science.",en,formance science younger children class participated small mixed age groups effort factor uenced proportion older children groups present study allows quantify role age composition small science learning groups ndings useful decid ing group children class facilitate younger ones learning science,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,4,.  How do the overall cognitive achievements in science of the younger children in a class,en,overall cognitive achievements science younger children class,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,4,where the students work in small multi-age groups change in relation to the number of older children participating in those groups?,en,students work small multi age groups change relation number older children participating groups,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,4,"The present study was conducted in  and involved students from the two lowest levels of education, pre-primary and primary. In the  educational system pre- primary and primary schools operate separately, with different  and  timeta- bles. The composition of the classes is also different. Pre-primary classes are mostly multi-age, and are usually attended by an average of 20 children aged . At this level, the age groupings are: 4 – 5 = pre-kindergarteners (P) and 5 – 6 = kindergarteners ().",en,present study conducted involved students lowest levels education pre primary primary educational system pre primary primary schools operate separately different timeta bles composition classes different pre primary classes multi age usually attended average children aged level age groupings pre kindergarteners kindergarteners,3,"['behaviors', 'teacherchild', 'problem', 'quality', 'interaction', 'to', 'and', 'behavior', 'classroomlevel', 'the']"
Learning science in small multi-age groups the role of age composition.pdf,5,"There are a few cases, depending on enrollment, where some classes are composed of chil- dren of the same age group, that is, either only of pre-kindergarteners or only of kinder- garteners. Pre-primary teachers are required to implement , which proposes two kinds of activities for the children:  ‘ free ’ activities, which are chosen and carried out by the children themselves without the direct involvement of the teacher, and  ‘ teacher-organized ’  activities, which are planned and organized by the teacher according to the objectives that have to be met. Teachers can organize activities on topics relating to phenomena that children encounter in  life or topics arising out of the children ’ s interests or questions. If the children ’ s inter- ests do not bring up issues which the teacher considers important and appropriate for pre- primary children, she/he can design activities to meet a selected objective, choosing the topic, content and instruction materials accordingly. Domains from which the topics for activities can be drawn include physics and outer space. The physics curriculum pro- poses topics relating to concepts such as weight, sound, light, motion, temperature and magnetism, basic characteristics of materials and properties of matter such as   oating/ sinking, melting, dissolving in water, etc. Space-related topics include  ’ s sphericity and motions and the phenomenon of  and night. The choice of classroom organiz- ation, instructional approach and topics for the  ‘ teacher-organized ’  activities is left up to the teacher.",en,cases depending enrollment classes composed chil dren age group pre kindergarteners kinder garteners pre primary teachers required implement proposes kinds activities children free activities chosen carried children direct involvement teacher teacher organized activities planned organized teacher according objectives met teachers organize activities topics relating phenomena children encounter life topics arising children interests questions children inter ests bring issues teacher considers important appropriate pre primary children design activities meet selected objective choosing topic content instruction materials accordingly domains topics activities drawn include physics outer space physics curriculum pro poses topics relating concepts weight sound light motion temperature magnetism basic characteristics materials properties matter oating sinking melting dissolving water etc space related topics include sphericity motions phenomenon night choice classroom organiz ation instructional approach topics teacher organized activities left teacher,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,5,Primary school starts at  and is of  ’  duration. The classes are composed of,en,primary school starts duration classes composed,3,"['behaviors', 'teacherchild', 'problem', 'quality', 'interaction', 'to', 'and', 'behavior', 'classroomlevel', 'the']"
Learning science in small multi-age groups the role of age composition.pdf,5,"children of the same age group ( fi rst grade 6 – , second grade 7 – , etc.). In primary school, the teaching of topics related to physics and outer space starts systemati- cally at the fourth grade. However, in a framework called  ‘ Flexible Zone of Activities, ’   provides opportunities for innovative peda- gogical and didactical approaches (e.g. classes of children from different grades) and allows the introduction of concepts and phenomena that complement those introduced through the formal program and enhance the basic skills that the formal activities pro- posed by the curriculum are expected to develop. These may be related to experiences that children commonly encounter in everyday life. Teachers may also identify topics that they consider to be interesting, important and appropriate for children of speci fi c ages, which may not be included in the tight  timetable of the school program. They can, in other words, select objectives and design activities, choosing the topic, content and instruction materials accordingly.",en,children age group rst grade second grade etc primary school teaching topics related physics outer space starts systemati cally fourth grade framework called flexible zone activities provides opportunities innovative peda gogical didactical approaches classes children different grades allows introduction concepts phenomena complement introduced formal program enhance basic skills formal activities pro posed curriculum expected develop related experiences children commonly encounter everyday life teachers identify topics consider interesting important appropriate children speci ages included tight timetable school program words select objectives design activities choosing topic content instruction materials accordingly,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,5,"The research reported in this paper is a small-scale exploration study designed to be carried out in real classroom settings, in two parts (Part 1 and Part 2). Four schools par- ticipated in each part of the study (one class from each of the schools). The schools were from four different urban areas of central northern  and were attended by students of the same socioeconomic background.",en,research reported paper small scale exploration study designed carried real classroom settings parts schools par ticipated study class schools schools different urban areas central northern attended students socioeconomic background,12,"['arya', 'ansari', 'ac', 'abenavoli', 'rojas', 'rachel', 'purtell', 'natalia', 'kelly', 'dorthe']"
Learning science in small multi-age groups the role of age composition.pdf,5,"The two parts of the study were carried out  apart, so that the pre-primary",en,parts study carried apart pre primary,6,"['please', 'information', 'your', 'sent', 'archive', 'contact', 'use', 'at', 'content', 'visit']"
Learning science in small multi-age groups the role of age composition.pdf,5,"students of the  fi rst part would have moved on to primary school. The pre-primary classes of the second part of the study were therefore composed of an entirely new group of children, who had not attended science activities before. Additionally, the lower primary children involved in Part 2 of the study had not previously attended",en,students rst moved primary school pre primary classes second study composed entirely new group children attended science activities additionally lower primary children involved study previously attended,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,6,science activities either in pre-primary education or in primary school and had not pre- viously been involved in any  ‘ Flexible Zone of Activities ’ .,en,science activities pre primary education primary school pre viously involved flexible zone activities,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,6,"In all the classes, the teachers implemented the same inquiry-based science activities",en,classes teachers implemented inquiry based science activities,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,6,"(same content, instruction materials and instruction approach) which were developed speci fi cally for pre-primary and early-primary education with topics from physics and outer space (,   ,   ). Inquiry was chosen as the approach to science activities as it is considered to make learning more meaningful and supports the development of a more appropriate understanding in science (e.g. ,   , ,   ). Activities were hierarchically sequenced in order to support construction of meaning. Implementation began in  and ended in .",en,content instruction materials instruction approach developed speci cally pre primary early primary education topics physics outer space inquiry chosen approach science activities considered learning meaningful supports development appropriate understanding science activities hierarchically sequenced order support construction meaning implementation began ended,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,6,"In the activities children worked in groups. Traditionally, group work involves four to",en,activities children worked groups traditionally group work involves,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Learning science in small multi-age groups the role of age composition.pdf,6,"six students (,   ). In our study, groups of  fi ve students were formed. We felt that this was a number that provides good opportunities for interaction between members and allows for different age combinations within the group. Since each child has a probability of interacting with each of the others in the group, we assumed that when there are fewer younger than older children in a group, each of the younger children will have a higher probability of interacting with an older one. Thus, for the purpose of our study, we varied the number of younger children in the groups in each of the classes, keeping the total size of each group at 5 (all groups in a class had the same age composition).",en,students study groups students formed felt number provides good opportunities interaction members allows different age combinations group child probability interacting group assumed fewer younger older children group younger children higher probability interacting older purpose study varied number younger children groups classes keeping total size group groups class age composition,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Learning science in small multi-age groups the role of age composition.pdf,6,The teachers whose classes took part in the study had been members of a work group,en,teachers classes took study members work group,9,"['peer', 'skills', 'skill', 'peers', 'children', 'in', 'to', 'classroom', 'higher', 'outcomes']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,1,Full Terms & Conditions of access and use can be found at,en,terms conditions access use found,14,"['classroom', 'engagement', 'language', 'gains', 'and', 'literacy', 'childrens', 'composition', 'with', 'vocabulary']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,Linda  E.  Derscheid N orthern  Illinois  Univ er sit y,de,linda derscheid orthern illinois univ sit,5,"['literacy', 'physical', 'environment', 'emergent', 'classroom', 'writing', 'childrens', 'and', 'the', 'that']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,Copy right  by the  iation for ,en,copy right iation,5,"['literacy', 'physical', 'environment', 'emergent', 'classroom', 'writing', 'childrens', 'and', 'the', 'that']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"res ear ch wa s to  inv e stigat e  wheth er preschool  childr en's  moral  (helping) behav- iors are related to  younger  peer-directed  int ernal  state  languag e (talking ab out  a young er  peer 's ,  want s,  and  , perspective-taking  skill s,  and attendance  at  a  child  developm ent  oriented, mixed-age child  care center.  enty- one  pairs  of children  (older peer:  4-  ,youngerpeer:  2-  ) were vid e otaped  whil e  playing  with  four toys  and  three  puzzl es,  whi ch were pres ented singly .  Results  indicat ed  that  moral  (helping) behaviors were positively  and significan tly  related to frequency  of vocal  turn s to the  younger peer, to perspective- tak ing  abilit y,  and  to length  of  at  a  mixed-age center. Also, th e  data supported  the developmental notion  that  perspectiv e-taking  ability  is related to age. Mixed-age group  car e settin gs  may  facilitate young  children's  demonstration and  understanding  of  some  asp ects  of  moral  development,  such  as  helping behaviors  and  perspectiv e-taking  ability.",en,res ear inv stigat wheth preschool childr moral helping behav iors related younger peer directed int ernal state languag talking young peer want perspective taking skill attendance child developm ent oriented mixed age child care center enty pairs children older peer youngerpeer vid otaped whil playing toys puzzl whi pres ented singly results indicat moral helping behaviors positively significan tly related frequency vocal turn younger peer perspective tak ing abilit length mixed age center data supported developmental notion perspectiv taking ability related age mixed age group car settin facilitate young children demonstration understanding asp ects moral development helping behaviors perspectiv taking ability,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"The  case  for mixed-age or multi-age group- ing  has  been  made  recently  by   , ,  and    (). Most ofthe research  findings  that  they  reported  indi- cated that  partici pation in  mixed-agegroups has  tended  to  benefit  the  younger  partici- pants.",en,case mixed age multi age group ing recently ofthe research findings reported indi cated partici pation mixed agegroups tended benefit younger partici pants,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"also  benefit,  especially  in  the  area  of socioemotionaldevelopment,includingmoral, prosocial  development  involving coopera- tion,  nurturing ,  and  helping behaviors.",en,benefit especially area socioemotionaldevelopment includingmoral prosocial development involving coopera tion nurturing helping behaviors,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"children's  moral  development  have  been conducted  in  same-age  environments  (e.g., , , Nucci,1987),  there  has  been some  research  investigating  the  effects of mixed-age  grouping  on  children's  moral behavior.  For  example,  research  has  found that  preschoolers  attending  programs  us- ing  mixed-age  grouping  displayed  coopera-",en,children moral development conducted age environments nucci 1987 research investigating effects mixed age grouping children moral behavior example research found preschoolers attending programs ing mixed age grouping displayed coopera,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"Based on a  presentation  at     Educ at i onal  R esearch   iat ion Conference,   cisco, CA.   ss  correspond ence  to ,   ,  Consumer,  &  Nu-  ,     or  E-mail :  leder sche id@niu  .edu .",en,based presentation educ onal esearch iat ion conference correspond ence consumer mail leder sche niu edu,5,"['literacy', 'physical', 'environment', 'emergent', 'classroom', 'writing', 'childrens', 'and', 'the', 'that']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"tion (, ), prosocial (helping) be- havior  (  et  al., ),  and  caretaking behaviors  (, ,   , ,  ,  ). However,  there  have  been  no  studies  con- ducted  in  child  care  programs  using  mixed- age  grouping  that  have  tried  to  link  these and  other  aspects  of preschoolers' social knowledge,  such  as  knowledge of  emotions and  perspective-taking.",en,tion prosocial helping havior caretaking behaviors studies con ducted child care programs mixed age grouping tried link aspects preschoolers social knowledge knowledge emotions perspective taking,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"teracting  in classrooms  may  be  similar  to mixed ages of siblings  interacting  in  the home  environment.  Research  on  siblings has  studied  preschool  children's  affective knowledge involving how  internal-state language  (describing  others '  feelings, wants,  and  abilities) is  linked  to perspec- tive-taking  ability  and  prosocial  behaviors (, ).  Older  siblings  at  home  dem- onstrate  their  understanding  of  their  own and  other's  emotions,  and  their  moral , prosocial skills (, ).",en,teracting classrooms similar mixed ages siblings interacting home environment research siblings studied preschool children affective knowledge involving internal state language describing feelings wants abilities linked perspec tive taking ability prosocial behaviors older siblings home dem onstrate understanding emotions moral prosocial skills,7,"['the', 'present', 'we', 'study', 'investigation', 'data', 'part', 'studies', 'explore', 'of']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,2,"mixed- or  multi-age  classrooms  are  similar to a family  setting  of mixed-age siblings, the  children  attending mixed-age child  care",en,mixed multi age classrooms similar family setting mixed age siblings children attending mixed age child care,16,"['play', 'behavior', 'observed', 'types', 'of', 'was', 'data', 'social', 'during', 'source']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,3,programs  are  participating in environments with  many  non-homelike  features .,en,programs participating environments non homelike features,3,"['behaviors', 'teacherchild', 'problem', 'quality', 'interaction', 'to', 'and', 'behavior', 'classroomlevel', 'the']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,3,primary  question  ofthis  present  study  was whether  the  moral  behavior  and  under- standing  displayed  by preschool  aged  sib- lings  when  interacting  with  younger siblings  at  home  can  be  seen  in interactions among  mixed  ages  in  a child  care  center.,en,primary question ofthis present study moral behavior standing displayed preschool aged sib lings interacting younger siblings home seen interactions mixed ages child care center,0,"['of', 'the', 'in', 'and', 'to', 'age', 'with', 'classroom', 'children', 'classrooms']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,3,"fects of  center  care  on  children's  moral behavior  indicates  that  prosocial  behavior is  related  to  temperament,  friendship  sta- tus,  positive  social  interaction,  and  length oftime  spent  in  a  quality  program  (Husby  Branstetter,  ).  Mothers'  ex- pectations,    care  quality  (,  ),  and  attending half-  rather  than  full- (, )  are  also  related  to  children's  moral behavior .",en,fects center care children moral behavior indicates prosocial behavior related temperament friendship sta tus positive social interaction length oftime spent quality program branstetter mothers pectations care quality attending half related children moral behavior,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,3,"ences  between  home-  and  center  care-pre- school  children's  understanding  of  moral and  social  transgressions  found  that  home- care  children  were  not  as  likely to  under- stand  and  recognize  moral  transgressions from social  transgressions  as  were  children attending  center  care  ( , ).",en,ences home center care pre school children understanding moral social transgressions found home care children likely stand recognize moral transgressions social transgressions children attending center care,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
Mixed age grouped preschoolers moral behaviour and understanding.pdf,3,tending  child  care  centers  are  acquiring some  different  types  of  socioemotional knowledge  than  those  who  are  at  home.,en,tending child care centers acquiring different types socioemotional knowledge home,1,"['children', 'in', 'mixedage', 'and', 'older', 'play', 'to', 'the', 'that', 'of']"
